"PWS ID","PWS Name","Primacy Agency","Owner Type","Primary Source","Population Served Count","Address Line1","Address Line2","City Name","State Code","Zip Code","First Reported Date","Last Reported Date"
"GA0450007","WHITESBURG","Georgia","Local government","Ground water","931","60 BOOSTER FIELD DRIVE","-","WHITESBURG","GA","30185","12-MAR-1980","04-MAY-2018"
"KY0670466","WHITESBURG WATER WORKS","Kentucky","Local government","Surface water","3,861","240 RIVER PARK DR","-","WHITESBURG","KY","41858","10-FEB-1979","16-MAY-2018"
"TX0910022","TWO WAY SUD","Texas","Local government","Ground water","5,217","PO BOX 919","-","WHITESBORO","TX","76273-0919","14-MAR-1980","18-JUN-2018"
"OK3004006","LEFLORE CO. RWD #3","Oklahoma","Local government","Surface water purchased","1,643","Mr. Hoss Ward, Chairman","P.O. Box 124","WHITESBORO","OK","74577","11-MAR-1980","28-JUN-2018"
"TX0910010","CITY OF WHITESBORO","Texas","Local government","Ground water","3,386","PO BOX 340","-","WHITESBORO","TX","76273-0340","14-MAR-1980","18-JUN-2018"
"MO1079501","WHITEMAN AIR BASE","Missouri","Federal government","Ground water","7,886","509 CES CEV","660 TENTH ST STE 209","WHITEMAN AFB","MO","65305-5074","07-MAR-1980","29-JUN-2018"
"WI4360439","WHITELAW WATERWORKS","Wisconsin","Local government","Ground water","757","147 W MENASHA AVE","PO BOX 294","WHITELAW","WI","54247","28-JAN-1981","14-JUN-2018"
"IN5241009","WHITELAND WATER WORKS","Indiana","Local government","Ground water purchased","4,346","549 Main Street","-","WHITELAND","IN","46184","21-JAN-1981","13-JUN-2018"
"TX2120024","WALNUT GROVE WSC","Texas","Local government","Surface water purchased","7,560","PO BOX 269","-","WHITEHOUSE","TX","75791-0269","14-MAR-1980","18-JUN-2018"
"TX2120025","CITY OF WHITEHOUSE","Texas","Local government","Surface water purchased","7,660","PO BOX 776","-","WHITEHOUSE","TX","75791-0776","14-MAR-1980","18-JUN-2018"
"OH4801612","WHITEHOUSE VILLAGE","Ohio","Local government","Surface water purchased","4,995","6925 Providence Street","PO Box 2476","WHITEHOUSE","OH","43571","30-JAN-1981","26-JUN-2018"
"PA3390081","WHITEHALL TWP AUTHORITY","Pennsylvania","Local government","Ground water","13,063","1901 SCHADT AVENUE","-","WHITEHALL","PA","18052","21-JAN-1981","28-JUN-2018"
"NY5700124","WHITEHALL VILLAGE","New York","Local government","Surface water","2,800","-","P.O. BOX 207","WHITEHALL","NY","12887","29-JAN-1981","20-JUN-2018"
"MI0007100","WHITEHALL","Michigan","Local government","Ground water","2,706","405 E COLBY ST","-","WHITEHALL","MI","49461-1147","03-FEB-1981","26-JUN-2018"
"MT0000359","WHITEHALL  TOWN OF","Montana","Local government","Ground water","1,100","PO BOX 529","-","WHITEHALL","MT","59759","13-FEB-1979","21-JUN-2018"
"MT0000357","WHITEFISH  CITY OF","Montana","Local government","Surface water","9,671","City of Whitefish","P O BOX 158","WHITEFISH","MT","59937","13-FEB-1979","21-JUN-2018"
"MT0000060","BIG MOUNTAIN WATER COMPANY","Montana","Private","Ground water","2,435","PO BOX 1400","-","WHITEFISH","MT","59937","13-FEB-1979","21-JUN-2018"
"MT0000133","PTARMIGAN VILLAGE INC","Montana","Private","Ground water","600","PTARMIGAN VILLAGE","3000 BIG MOUNTAIN RD","WHITEFISH","MT","59937","13-FEB-1979","21-JUN-2018"
"NH2501010","WHITEFIELD WATER","New Hampshire","Local government","Ground water","1,560","56 LITTLETON RD","-","WHITEFIELD","NH","03598","08-MAR-1979","26-APR-2018"
"WV3301314","WHITE SULPHUR SPRINGS WATER","West Virginia","Local government","Ground water","3,845","-","589 MAIN STREET WEST","WHITE SULPHUR SPRINGS","WV","24986","27-MAR-1979","22-MAY-2018"
"WV3301305","GREENBRIER HOTEL CORPORATION","West Virginia","Private","Ground water","3,280","-","43289 MIDLAND TRAIL EAST","WHITE SULPHUR SPRINGS","WV","24986","27-MAR-1979","22-MAY-2018"
"MT0000360","WHITE SULPHUR SPRINGS  CITY OF","Montana","Local government","Surface water","1,000","PO BOX 442","-","WHITE SULPHUR SPRINGS","MT","59645","13-FEB-1979","21-JUN-2018"
"FL2241264","WHITE SPRINGS WTP","Florida","Local government","Ground water","819","10363 BRIDGE ST.","-","WHITE SPRINGS","FL","32096","10-FEB-1979","18-MAY-2018"
"TX2200081","CITY OF WHITE SETTLEMENT","Texas","Local government","Surface water purchased","15,483","214 MEADOW PARK DR","-","WHITE SETTLEMENT","TX","76108-2424","14-MAR-1980","18-JUN-2018"
"NM3568007","WHITE SANDS MISSILE RANGE (MAIN POST)-FF","New Mexico","Federal government","Ground water","4,300","-","IMWS-PWE-EC (BLDG 163)","WHITE SANDS MISSILE RANGE","NM","88002","12-MAR-1980","21-JUN-2018"
"VT0005320","QUECHEE CENTRAL","Vermont","Public/Private","Ground water","2,262","TOWN OF HARTFORD","173 AIRPORT RD","WHITE RIVER JCT","VT","05001","23-JUL-1981","23-MAY-2018"
"NY5903464","WHITE PLAINS CITY","New York","Local government","Surface water purchased","56,853","Department of Public Works","255 Main Street","WHITE PLAINS","NY","10601","29-JAN-1981","20-JUN-2018"
"NY1303232","VILLAGE CREST APARTMENTS","New York","Private","Ground water","600","-","4 West Red Oak Ln, Ste 200","WHITE PLAINS","NY","10604","29-JAN-1981","20-JUN-2018"
"KY0540465","WHITE PLAINS WATER SYSTEM","Kentucky","Local government","Ground water","1,871","PO BOX 399","-","WHITE PLAINS","KY","42464","10-FEB-1979","16-MAY-2018"
"TN0000746","WHITE PINE WATER SYSTEM","Tennessee","Local government","Groundwater under influence of surface water","3,841","P.O. BOX 66","-","WHITE PINE","TN","37890","08-MAR-1979","15-MAY-2018"
"MI0007070","WHITE PIGEON","Michigan","Local government","Ground water","1,640","103 S Kalamazoo St","-","WHITE PIGEON","MI","49099","03-FEB-1981","26-JUN-2018"
"TX0920010","CITY OF CLARKSVILLE CITY","Texas","Local government","Ground water","1,158","PO BOX 1111","-","WHITE OAK","TX","75693-6111","14-MAR-1980","18-JUN-2018"
"TX0920006","CITY OF WHITE OAK","Texas","Local government","Surface water","6,469","906 S WHITE OAK RD","-","WHITE OAK","TX","75693-1430","14-MAR-1980","18-JUN-2018"
"NC0309030","WHITE LAKE, TOWN OF","North Carolina","Local government","Ground water","2,500","PO BOX 7250","-","WHITE LAKE","NC","28337","12-MAR-1980","28-JUN-2018"
"TN0000745","WHITE HOUSE UTILITY DISTRICT","Tennessee","Local government","Surface water","93,888","P.O. BOX 608","-","WHITE HOUSE","TN","37188","08-MAR-1979","15-MAY-2018"
"IL1475050","WHITE HEATH WATERWORKS","Illinois","Private","Ground water","660","208 N. Meridian","P.O. Box 137","WHITE HEATH","IL","61884","13-FEB-1981","13-JUN-2018"
"PA2450044","AQUA PA HAMILTON WATER CO","Pennsylvania","Private","Ground water","1,500","1 AQUA WAY","-","WHITE HAVEN","PA","18661","12-FEB-1979","28-JUN-2018"
"PA2400109","WHITE HAVEN CENTER","Pennsylvania","State government","Ground water","659","827 OLEY VALLEY ROAD","-","WHITE HAVEN","PA","18661","29-MAR-1980","28-JUN-2018"
"PA2400108","AQUA PA WHITE HAVEN","Pennsylvania","Local government","Ground water","1,200","1 AQUA WAY","-","WHITE HAVEN","PA","18661","29-MAR-1980","28-JUN-2018"
"PA3390068","AQUA PA SPRINGHOUSE FARMS","Pennsylvania","Private","Ground water","645","1 AQUA WAY","-","WHITE HAVEN","PA","18661","12-FEB-1979","28-JUN-2018"
"PA2660017","AQUA PA RIVERCREST","Pennsylvania","Private","Ground water","542","1 AQUA WAY","-","WHITE HAVEN","PA","18661","12-FEB-1979","28-JUN-2018"
"PA2400104","AQUA PA MIDWAY","Pennsylvania","Private","Ground water","2,500","1 AQUA WAY","-","WHITE HAVEN","PA","18611","12-FEB-1979","28-JUN-2018"
"AR0000272","LIBERTY UTILITIES","Arkansas","Private","Ground water","44,730","P O BOX 20100","-","WHITE HALL","AR","71612","29-MAR-1979","18-JUN-2018"
"AR0000667","ARSENAL WATER SYSTEM","Arkansas","Federal government","Ground water","2,577","10020 KABRICH CIRCLE","-","WHITE HALL","AR","71602","27-DEC-1982","18-JUN-2018"
"IL0610400","WHITE HALL","Illinois","Local government","Ground water","2,900","CITY HALL","116 E SHERMAN ST","WHITE HALL","IL","62092","13-FEB-1981","13-JUN-2018"
"TX0330003","WHITE DEER MUNICIPAL WATER SYSTEM","Texas","Local government","Ground water","1,000","PO BOX 98","-","WHITE DEER","TX","79097-0098","14-MAR-1980","18-JUN-2018"
"OH6001411","MAYSVILLE REGIONAL WATER","Ohio","Private","Surface water","6,540","PO BOX 95","-","WHITE COTTAGE","OH","43791-0095","30-JAN-1981","26-JUN-2018"
"MI0007060","WHITE CLOUD","Michigan","Local government","Ground water","1,408","12 N. CHARLES","P.O. BOX 607","WHITE CLOUD","MI","49349","03-FEB-1981","26-JUN-2018"
"KS2012703","WHITE CITY, CITY OF","Kansas","Local government","Ground water","572","118 W MACKENZIE","PO BOX 4","WHITE CITY","KS","66872","13-APR-1979","29-JUN-2018"
"LA1047009","TOWN OF WHITE CASTLE WATER SYSTEM","Louisiana","Local government","Ground water","2,550","Town of White Castle","P.O. Box 488","WHITE CASTLE","LA","70788","06-MAR-1980","13-JUN-2018"
"GA0150004","WHITE","Georgia","Local government","Ground water","806","P.O. Box 116","-","WHITE","GA","30184","12-MAR-1980","04-MAY-2018"
"NC0433040","WHITAKERS, TOWN OF","North Carolina","Local government","Surface water purchased","815","PO BOX 727","-","WHITAKERS","NC","27891","24-JAN-1981","28-JUN-2018"
"GA1310001","WHIGHAM","Georgia","Local government","Ground water","861","POB 71","-","WHIGHAM","GA","39897-0071","12-MAR-1980","04-MAY-2018"
"KY0360463","WHEELWRIGHT UTILITY COMMISSION","Kentucky","Local government","Ground water","1,040","P.O. BOX 353","-","WHEELWRIGHT","KY","41669","10-FEB-1979","16-MAY-2018"
"IL0314970","WHEELING","Illinois","Local government","Surface water purchased","37,648","77 WEST HINTZ ROAD","-","WHEELING","IL","60090","13-FEB-1981","13-JUN-2018"
"WV3302606","MARSHALL COUNTY PSD 1","West Virginia","Local government","Ground water purchased","3,573","-","3537 FAIRMONT PIKE ROAD","WHEELING","WV","26003","27-MAR-1979","22-MAY-2018"
"WV3303516","WHEELING WATER","West Virginia","Local government","Surface water","29,899","-","7 JAY COURT","WHEELING","WV","26003","27-MAR-1979","22-MAY-2018"
"MS0590014","WHEELER-FRANKSTOWN WATER ASSN","Mississippi","Public/Private","Ground water","3,860","P O BOX 157","-","WHEELER","MS","38880","28-FEB-1979","28-JUN-2018"
"TX2420002","WHEELER MUNICIPAL WATER SYSTEM","Texas","Local government","Ground water","1,651","PO BOX 98","-","WHEELER","TX","79096-0098","14-MAR-1980","18-JUN-2018"
"IL0431050","WHEATON","Illinois","Local government","Surface water purchased","52,894","PO BOX 727","CITY HALL - 303 W WESLEY","WHEATON","IL","60187","13-FEB-1981","13-JUN-2018"
"MO5010856","WHEATON PWS","Missouri","Local government","Ground water","698","-","PO BOX 70","WHEATON","MO","64874-0000","07-MAR-1980","29-JUN-2018"
"IA2394017","WHEATLAND CITY WATER SUPPLY","Iowa","Local government","Ground water","764","ATTN MATT CAVEY  WATER SUPT","PO BOX 456","WHEATLAND","IA","52777","27-FEB-1979","29-JUN-2018"
"WY5600187","WHEATLAND, TOWN OF","Wyoming","Local government","Ground water","3,627","600 9th Street","-","WHEATLAND","WY","82201","13-FEB-1979","20-JUN-2018"
"CA5810004","CITY OF WHEATLAND","California","Local government","Ground water","3,509","111 C STREET","-","WHEATLAND","CA","95692","22-MAR-1979","17-MAY-2018"
"TX2410005","CITY OF WHARTON","Texas","Local government","Ground water","8,756","120 E CANEY ST","-","WHARTON","TX","77488-5006","14-MAR-1980","18-JUN-2018"
"NJ1439001","WHARTON WATER DEPT","New Jersey","Local government","Ground water","6,342","10 ROBERT STREET","-","WHARTON","NJ","07885","01-MAR-1980","21-JUN-2018"
"NJ1435003","AWO&M - PICATINNY ARSENAL","New Jersey","Private","Ground water","6,011","PO BOX 462","-","WHARTON","NJ","07885","01-MAR-1980","21-JUN-2018"
"MA4336000","WEYMOUTH WATER DEPARTMENT","Massachusetts","Local government","Surface water","53,549","120 WINTER STREET","-","WEYMOUTH","MA","02188","26-FEB-1979","18-JUN-2018"
"WI4690403","WEYAUWEGA WATERWORKS","Wisconsin","Local government","Ground water","1,856","PO BOX 578","-","WEYAUWEGA","WI","54983-0578","28-JAN-1981","14-JUN-2018"
"OK1020510","WEWOKA PUBLIC WORKS AUTHORITY","Oklahoma","Local government","Surface water","3,450","Ms. Paige Sheffield","P.O. Box 1497","WEWOKA","OK","74884","11-MAR-1980","28-JUN-2018"
"FL1230734","WEWAHITCHKA, CITY OF","Florida","Local government","Ground water","1,949","PO BOX 966","-","WEWAHITCHKA","FL","32465","10-FEB-1979","18-MAY-2018"
"AL0000547","CENTRAL ELMORE WATER AUTHORITY","Alabama","Local government","Surface water","32,877","CENTRAL ELMORE WATER AUTHORITY","P O BOX 816","WETUMPKA","AL","36092","05-MAR-1980","11-MAY-2018"
"AL0000551","WETUMPKA WATER WORKS & SEWER BOARD","Alabama","Local government","Surface water purchased","9,684","Wetumpka Water Works & Sewer Board","PO Box 69","WETUMPKA","AL","36092","05-MAR-1980","11-MAY-2018"
"OK1020508","WETUMKA","Oklahoma","Local government","Surface water","1,451","Mr. Aaron Walker, City Manager","202 N. Main St.","WETUMKA","OK","74883","11-MAR-1980","28-JUN-2018"
"OK3003201","HUGHES CO. RWD #1","Oklahoma","Local government","Surface water purchased","1,170","Mr. Roll Bray, Chairman","1904 N. 380","WETUMKA","OK","74883","11-MAR-1980","28-JUN-2018"
"TX2200131","CITY OF WESTWORTH VILLAGE","Texas","Local government","Surface water purchased","2,472","311 BURTON HILL RD","-","WESTWORTH VILLAGE","TX","76114-4239","14-MAR-1980","18-JUN-2018"
"CA1810002","WESTWOOD C.S.D.","California","Local government","Ground water","2,000","P.O. BOX 319","-","WESTWOOD","CA","96137","22-MAR-1979","17-MAY-2018"
"LA1051005","WESTWEGO WATERWORKS","Louisiana","Local government","Surface water purchased","8,534","CITY OF WESTWEGO","1100 FOURTH STREET","WESTWEGO","LA","70094","06-MAR-1980","13-JUN-2018"
"IN5246032","NEW DURHAM ESTATES","Indiana","Private","Ground water","1,099","1 New Durham Mall Avenue","-","WESTVILLE","IN","46391","21-JAN-1981","13-JUN-2018"
"IL1830950","WESTVILLE","Illinois","Local government","Surface water purchased","3,791","WESTVILLE WTR DEPT","201 N STATE ST","WESTVILLE","IL","61883","13-FEB-1981","13-JUN-2018"
"NJ0821001","WESTVILLE WATER DEPARTMENT","New Jersey","Local government","Ground water","6,000","114 CROWN POINT AVE","-","WESTVILLE","NJ","08093","01-MAR-1980","21-JUN-2018"
"NJ0407001","BROOKLAWN WATER DEPARTME","New Jersey","Local government","Ground water","2,300","114 CROWN POINT AVE","-","WESTVILLE","NJ","08093","01-MAR-1980","21-JUN-2018"
"IN5246001","WESTVILLE CORRECTIONAL FACILITY","Indiana","State government","Ground water","2,850","5501 South 1100 West","-","WESTVILLE","IN","46391","21-JAN-1981","13-JUN-2018"
"IN5216005","WESTPORT WATER COMPANY","Indiana","Local government","Surface water","1,600","P.O. Box 579","-","WESTPORT","IN","47283","21-JAN-1981","13-JUN-2018"
"WA5395300","WESTPORT WATER DEPARTMENT","Washington","Local government","Ground water","8,190","PO BOX 505","-","WESTPORT","WA","98595","07-FEB-1981","22-JUN-2018"
"NY1500296","WESTPORT WD","New York","Local government","Ground water","927","41 N MAIN ST.","PO BOX 465","WESTPORT","NY","12993","29-JAN-1981","20-JUN-2018"
"OR4100950","WESTPORT WATER ASSOCIATION","Oregon","Private","Ground water purchased","550","49206 HWY 30","-","WESTPORT","OR","97016","12-MAR-1979","05-JUN-2018"
"MI0007050","WESTPHALIA, VILLAGE OF","Michigan","Local government","Ground water","925","PO BOX 8","-","WESTPHALIA","MI","48894","03-FEB-1981","26-JUN-2018"
"KS2000303","ANDERSON CO RWD 4","Kansas","Local government","Surface water purchased","1,200","11748 NW 1700 RD","-","WESTPHALIA","KS","66093","13-APR-1979","29-JUN-2018"
"MO1024481","PLATTE COUNTY PWSD 7","Missouri","Local government","Ground water purchased","1,640","PO BOX 35","-","WESTON","MO","64098-0000","07-MAR-1980","29-JUN-2018"
"OR4100949","WESTON, CITY OF","Oregon","Local government","Ground water","840","PO BOX 579","-","WESTON","OR","97886","12-MAR-1979","05-JUN-2018"
"MO1024477","PLATTE COUNTY PWSD 3","Missouri","Local government","Ground water purchased","899","-","PO BOX 185","WESTON","MO","64098-0000","07-MAR-1980","29-JUN-2018"
"MA3333000","WESTON WATER DEPT.","Massachusetts","Local government","Surface water purchased","11,389","190 BOSTON POST ROAD BYPASS","-","WESTON","MA","02493","26-FEB-1979","18-JUN-2018"
"MO1010851","WESTON PWS","Missouri","Local government","Ground water","1,600","CITY HALL","300 MAIN ST","WESTON","MO","64098-0000","07-MAR-1980","29-JUN-2018"
"WV3304111","WVAWC GLADE SPRINGS DISTRICT","West Virginia","Private","Surface water purchased","1,340","-","1243 US HIGHWAY SOUTH","WESTON","WV","26452","27-MAR-1979","22-MAY-2018"
"WV3300406","WVAW- GASSAWAY","West Virginia","Private","Surface water","2,049","-","1243 US HIGHWAY SOUTH","WESTON","WV","26452","27-MAR-1979","22-MAY-2018"
"WV3305104","WVAW - WEBSTER SPRINGS","West Virginia","Private","Surface water","1,962","-","1243 US HIGHWAY SOUTH","WESTON","WV","26452","27-MAR-1979","22-MAY-2018"
"TX0430050","WESTON WSC","Texas","Local government","Ground water","732","PO BOX 158","-","WESTON","TX","75097-0158","14-MAR-1980","18-JUN-2018"
"WV3302104","WVAW -  WESTON","West Virginia","Private","Surface water","13,026","-","585 GLADY FORK ROAD","WESTON","WV","26452","27-MAR-1979","22-MAY-2018"
"CA1310008","WESTMORLAND, CITY OF","California","Local government","Surface water","2,444","P.O. Box 699","-","WESTMORLAND","CA","92281","22-MAR-1979","17-MAY-2018"
"TN0000738","WESTMORELAND WATER SYSTEM","Tennessee","Local government","Surface water purchased","4,434","P.O. BOX 8","-","WESTMORELAND","TN","37186","08-MAR-1979","15-MAY-2018"
"KS2014909","WESTMORELAND, CITY OF","Kansas","Local government","Ground water purchased","769","202 MAIN ST","PO BOX 7","WESTMORELAND","KS","66549","13-APR-1979","29-JUN-2018"
"NJ0416001","HADDON TWP WATER DEPARTM","New Jersey","Local government","Surface water purchased","11,938","504 ONEIDA AVE","-","WESTMONT","NJ","08108","01-MAR-1980","21-JUN-2018"
"IL0430950","WESTMONT","Illinois","Local government","Surface water purchased","24,767","31 WEST QUINCY AVE.","-","WESTMONT","IL","60559","13-FEB-1981","13-JUN-2018"
"IL0435600","LIBERTY PARK HOMEOWNERS ASSOCIATION","Illinois","Private","Ground water","837","P.O. BOX 22","-","WESTMONT","IL","60559","13-FEB-1981","13-JUN-2018"
"SC3710003","WESTMINSTER CITY OF (3710003)","South Carolina","Local government","Surface water","7,582","WESTMINSTER CITY OF","PO BOX 399","WESTMINSTER","SC","29693","10-FEB-1979","15-MAY-2018"
"SC3720001","PIONEER RURAL WATER DIST (3720001)","South Carolina","Local government","Surface water purchased","16,236","PO BOX 203","-","WESTMINSTER","SC","29693","10-FEB-1979","15-MAY-2018"
"MD0060017","WAKEFIELD VALLEY","Maryland","Private","Groundwater under influence of surface water","2,436","MAYOR & COUNCIL","56 W. MAIN STREET, SUITE 1","WESTMINSTER","MD","21157-4845","30-JUN-1982","31-MAY-2018"
"TX0430049","WESTMINSTER WSC","Texas","Local government","Ground water","1,989","PO BOX 819","-","WESTMINSTER","TX","75485-0819","14-MAR-1980","18-JUN-2018"
"CO0101170","WESTMINSTER CITY OF","Colorado","Local government","Surface water","192,878","8900 PIERCE ST","-","WESTMINSTER","CO","80021","20-MAR-1979","15-MAY-2018"
"CA3010097","MIDWAY CITY MUTUAL WC","California","Private","Ground water","1,257","P.O. Box 11150","-","WESTMINSTER","CA","92685","22-MAR-1979","17-MAY-2018"
"MA2332000","WESTMINSTER DEPARTMENT OF PUBLIC WORKS","Massachusetts","Local government","Surface water purchased","3,457","P.O. BOX 376","-","WESTMINSTER","MA","01473","26-FEB-1979","18-JUN-2018"
"MD0060015","CITY OF WESTMINSTER","Maryland","Local government","Surface water","35,256","MAYOR & COUNCIL","56 W. MAIN STREET, SUITE 1","WESTMINSTER","MD","21157-4845","21-JAN-1982","31-MAY-2018"
"MD0060002","FREEDOM DISTRICT","Maryland","Local government","Surface water","24,867","CARROLL CO BUREAU OF UTILITIES","225 N. CENTER STREET, ROOM 218","WESTMINSTER","MD","21157","21-JAN-1982","31-MAY-2018"
"CA3010064","CITY OF WESTMINSTER","California","Local government","Surface water purchased","91,169","14381 OLIVE STREET","-","WESTMINSTER","CA","92683","22-MAR-1979","17-MAY-2018"
"MI0007040","WESTLAND","Michigan","Local government","Surface water purchased","84,094","36300 Warren Road","-","WESTLAND","MI","48185","03-FEB-1981","26-JUN-2018"
"LA1019054","WESTLAKE CITY OF WATER SYSTEM","Louisiana","Local government","Ground water","4,568","CITY OF WESTLAKE WATER SYSTEM","P.O. DRAWER 700","WESTLAKE","LA","70669","06-MAR-1980","13-JUN-2018"
"LA1019053","CALCASIEU PARISH WW DISTRICT NO 4","Louisiana","Local government","Ground water","5,250","CALCASIEU WW DIST #4","P.O. BOX 515","WESTLAKE","LA","70669","06-MAR-1980","13-JUN-2018"
"MA3330000","WESTFORD WATER DEPARTMENT","Massachusetts","Local government","Groundwater under influence of surface water","18,000","60 FORGE VILLAGE RD","-","WESTFORD","MA","01886","26-FEB-1979","18-JUN-2018"
"IL0230200","WESTFIELD","Illinois","Local government","Ground water purchased","678","530 E MAPLE","-","WESTFIELD","IL","62474","13-FEB-1981","13-JUN-2018"
"NY0615782","WESTFIELD VILLAGE AND TOWN","New York","Local government","Surface water","3,890","23 ELM ST","-","WESTFIELD","NY","14787","29-JAN-1981","20-JUN-2018"
"MA1329000","WESTFIELD WATER DEPT","Massachusetts","Local government","Surface water","42,000","28 SACKETT STREET","-","WESTFIELD","MA","01085","26-FEB-1979","18-JUN-2018"
"PA2590043","WESTFIELD BOROUGH WATERWORKS","Pennsylvania","Local government","Ground water","1,300","429 EAST MAIN STREET","-","WESTFIELD","PA","16950","12-FEB-1979","28-JUN-2018"
"OH2502512","AQUA OHIO - HUBER RIDGE PWS","Ohio","Private","Ground water","6,950","5481 BUENOS AIRES BLVD","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"OH2502812","AQUA OHIO - WORTHINGTON HILLS PWS","Ohio","Private","Ground water","3,112","5481 BUENOS AIRES BLVD","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"OH2502412","AQUA OHIO - BLACKLICK","Ohio","Private","Ground water","8,984","5481 BUENOS AIRES BLVD","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"OH2502712","AQUA OHIO - TIMBERBROOK PW","Ohio","Private","Ground water","865","5481 BUENOS AIRES BLVD","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"OH2503411","WESTERVILLE CITY PWS","Ohio","Local government","Surface water","38,000","21 S STATE ST","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"OH4400803","AQUA OHIO - LAWRENCE COUNTY","Ohio","Private","Surface water purchased","9,411","5481 BUENOS ARIES BLVD","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"OH2502612","AQUA OHIO - LAKE DARBY","Ohio","Private","Ground water","4,557","5481 BUENOS AIRES BLVD","-","WESTERVILLE","OH","43081","30-JAN-1981","26-JUN-2018"
"MD0010033","TOWN OF WESTERNPORT","Maryland","Local government","Surface water","2,200","MAYOR & COUNCIL","P.O. BOX 266","WESTERNPORT","MD","21562","21-JAN-1982","31-MAY-2018"
"IL0313180","WESTERN SPRINGS","Illinois","Local government","Ground water","13,105","740 HILLGROVE AVENUE","-","WESTERN SPRINGS","IL","60558","13-FEB-1981","13-JUN-2018"
"AR0000400","WESTERN GROVE MUNICIPAL WATER","Arkansas","Local government","Surface water purchased","939","PO BOX 106","-","WESTERN GROVE","AR","72685","29-MAR-1979","18-JUN-2018"
"RI1559512","WESTERLY WATER DEPARTMENT","Rhode Island","Local government","Ground water","38,000","68 WHITE ROCK ROAD","-","WESTERLY","RI","02891","08-MAR-1979","17-MAY-2018"
"CO0114500","ROUND MOUNTAIN WSD","Colorado","Local government","Ground water","1,950","-","PO BOX 86","WESTCLIFFE","CO","81252","28-JAN-1982","15-MAY-2018"
"IL0313150","WESTCHESTER","Illinois","Local government","Surface water purchased","16,824","10300 ROOSEVELT ROAD","-","WESTCHESTER","IL","60154","13-FEB-1981","13-JUN-2018"
"NY2902856","WESTBURY WD","New York","Public/Private","Ground water","20,500","WESTBURY WATER DISTRICT","160 DREXEL AVENUE","WESTBURY","NY","11590","29-JAN-1981","20-JUN-2018"
"MA2328000","WESTBOROUGH WATER DEPARTMENT","Massachusetts","Local government","Surface water","18,272","131 OAK ST","-","WESTBOROUGH","MA","01581","26-FEB-1979","18-JUN-2018"
"MA4351000","YARMOUTH WATER DEPARTMENT","Massachusetts","Local government","Ground water","39,635","99 BUCK ISLAND RD","-","WEST YARMOUTH","MA","02673","26-FEB-1979","18-JUN-2018"
"NY2102342","WEST WINFIELD VILLAGE","New York","Local government","Ground water","978","-","P.O. BOX 308","WEST WINFIELD","NY","13491","29-JAN-1981","20-JUN-2018"
"NV0000246","WEST WENDOVER WATER SYSTEM","Nevada","Local government","Ground water","4,200","PO BOX 2825","-","WEST WENDOVER","NV","89883","24-MAR-1979","10-MAY-2018"
"RI1559511","KENT COUNTY WATER AUTHORITY","Rhode Island","Local government","Surface water purchased","88,780","1072 MAIN STREET","-","WEST WARWICK","RI","02893","08-MAR-1979","17-MAY-2018"
"MA1311001","WEST WARREN WATER DISTRICT","Massachusetts","Local government","Ground water","927","PO BOX 528","-","WEST WARREN","MA","01092","26-FEB-1979","18-JUN-2018"
"UTAH18017","MIDVALE CITY WATER SYSTEM","Utah","Local government","Surface water purchased","31,000","3980 S ROSEMARY ST","-","WEST VALLEY","UT","84120","13-FEB-1979","14-FEB-2018"
"TX1010027","CITY OF WEST UNIVERSITY PLACE","Texas","Local government","Surface water purchased","18,405","3800 UNIVERSITY BLVD","-","WEST UNIVERSITY PLACE","TX","77005-2802","14-MAR-1980","18-JUN-2018"
"OH8601812","WEST UNITY VILLAGE","Ohio","Local government","Ground water","1,645","224 W JACKSON ST","PO BOX 207","WEST UNITY","OH","43570","30-JAN-1981","26-JUN-2018"
"WV3300901","WEST UNION, TOWN OF","West Virginia","Local government","Surface water","1,895","300 COURT STREET","P. O. BOX 5","WEST UNION","WV","26456","27-MAR-1979","22-MAY-2018"
"OH0100503","WEST UNION PUBLIC WATER SYSTEM","Ohio","Local government","Ground water purchased","3,241","33 LOGANS LN","PO BOX 395","WEST UNION","OH","45693","30-JAN-1981","26-JUN-2018"
"IA3383014","WEST UNION WATER SUPPLY","Iowa","Local government","Ground water","2,566","ATTN ANDY LARSON WATER SUPERINTENDENT","612 HWY 150 S","WEST UNION","IA","52175","27-FEB-1979","29-JUN-2018"
"OH0100012","ADAMS COUNTY REGIONAL WD PWS","Ohio","Private","Ground water","21,240","PO Box 427","9203 St Rt 136","WEST UNION","OH","45693","30-JAN-1981","26-JUN-2018"
"IL0235400","UNION-YORK WATER DISTRICT","Illinois","Local government","Ground water","600","P.O. BOX 31","-","WEST UNION","IL","62477","13-FEB-1981","13-JUN-2018"
